main_category_id,main_category,subcategory,service,serviceLink
9,Citizen's Registrations,Birth,Birth certificate from Divisional Secretariat,https://gic.gov.lk/gic/index.php/en/component/info/?id=579&catid=50&task=info
9,Citizen's Registrations,Birth,Registration of a Birth Occurred at a Foreign Country,https://gic.gov.lk/gic/index.php/en/component/info/?id=6&catid=50&task=info
9,Citizen's Registrations,Birth,Registration of Births Occurred at Home,https://gic.gov.lk/gic/index.php/en/component/info/?id=2&catid=50&task=info
9,Citizen's Registrations,Birth,Registration of a Birth Occurred in a General Hospital,https://gic.gov.lk/gic/index.php/en/component/info/?id=4&catid=50&task=info
9,Citizen's Registrations,Birth,Registration of a Past Birth,https://gic.gov.lk/gic/index.php/en/component/info/?id=359&catid=50&task=info
9,Citizen's Registrations,Birth,Issue of Probable Age Certificates,https://gic.gov.lk/gic/index.php/en/component/info/?id=1615&catid=50&task=info
9,Citizen's Registrations,Birth,Registration of a Birth Occurred in a Rural Hospital,https://gic.gov.lk/gic/index.php/en/component/info/?id=3&catid=50&task=info
9,Citizen's Registrations,Birth,Registration of a Birth Occurred in a Private Hospital,https://gic.gov.lk/gic/index.php/en/component/info/?id=1492&catid=50&task=info
9,Citizen's Registrations,Marriage,Obtain a Certified Copy of the Certificate of Marriage,https://gic.gov.lk/gic/index.php/en/component/info/?id=367&catid=51&task=info
9,Citizen's Registrations,Marriage,Registration of Marriages (General),https://gic.gov.lk/gic/index.php/en/component/info/?id=352&catid=51&task=info
9,Citizen's Registrations,Marriage,Translate Certificate of Marriage,https://gic.gov.lk/gic/index.php/en/component/info/?id=364&catid=51&task=info
9,Citizen's Registrations,Marriage,Marriage certificate from divisional secretariat,https://gic.gov.lk/gic/index.php/en/component/info/?id=582&catid=51&task=info
9,Citizen's Registrations,Marriage,Registration of Kandyan Marriages,https://gic.gov.lk/gic/index.php/en/component/info/?id=353&catid=51&task=info
9,Citizen's Registrations,Marriage,Copy of Marriage certificate from divisional secretarit,https://gic.gov.lk/gic/index.php/en/component/info/?id=583&catid=51&task=info
9,Citizen's Registrations,Marriage,Registration of Marriages by a Christian Minister,https://gic.gov.lk/gic/index.php/en/component/info/?id=1621&catid=51&task=info
9,Citizen's Registrations,Death,Obtain a Certified Copy of the Certificate of Death,https://gic.gov.lk/gic/index.php/en/component/info/?id=7&catid=52&task=info
9,Citizen's Registrations,Death,Registration of a Death Occurred in a Rural Hospital,https://gic.gov.lk/gic/index.php/en/component/info/?id=11&catid=52&task=info
9,Citizen's Registrations,Death,Translate Certificate of Death,https://gic.gov.lk/gic/index.php/en/component/info/?id=366&catid=52&task=info
9,Citizen's Registrations,Death,Registration of Death Through Divisional Secretariat,https://gic.gov.lk/gic/index.php/en/component/info/?id=584&catid=52&task=info
9,Citizen's Registrations,Death,Copy of death certificate from divisional secretaria,https://gic.gov.lk/gic/index.php/en/component/info/?id=585&catid=52&task=info
9,Citizen's Registrations,Death,Registration of a Death Occurred in a Private Hospital,https://gic.gov.lk/gic/index.php/en/component/info/?id=10&catid=52&task=info
9,Citizen's Registrations,Death,Registration of a Death Occurred at Home,https://gic.gov.lk/gic/index.php/en/component/info/?id=9&catid=52&task=info
9,Citizen's Registrations,Death,Registration of a Death Occurred in a General Hospital,https://gic.gov.lk/gic/index.php/en/component/info/?id=12&catid=52&task=info
9,Citizen's Registrations,Death,Alteration of Information in a Death Register,https://gic.gov.lk/gic/index.php/en/component/info/?id=1603&catid=52&task=info
9,Citizen's Registrations,Death,Registration of a Past Death,https://gic.gov.lk/gic/index.php/en/component/info/?id=1617&catid=52&task=info
9,Citizen's Registrations,Voter Registrations,Process of Registration / Revision of Electoral Registers,https://gic.gov.lk/gic/index.php/en/component/info/?id=485&catid=54&task=info
10,"Trade, Business & Industry",Regulation of Trade,"Calibration of weights, measures and weighing or measuring Instruments",https://gic.gov.lk/gic/index.php/en/component/info/?id=933&catid=88&task=info
10,"Trade, Business & Industry",Regulation of Trade,"Registration of Manufacturers of weights, Measures and weighing or Measuring Instruments",https://gic.gov.lk/gic/index.php/en/component/info/?id=927&catid=88&task=info
10,"Trade, Business & Industry",Regulation of Trade,"Verifications of weights, Measures and weighing or Measuring Instruments",https://gic.gov.lk/gic/index.php/en/component/info/?id=932&catid=88&task=info
10,"Trade, Business & Industry",Regulation of Trade,"Registration of Sellers of weights, Measures and weighing or Measuring Instruments",https://gic.gov.lk/gic/index.php/en/component/info/?id=929&catid=88&task=info
10,"Trade, Business & Industry",Regulation of Trade,Inform about prepackaging items,https://gic.gov.lk/gic/index.php/en/component/info/?id=936&catid=88&task=info
10,"Trade, Business & Industry",Regulation of Trade,Complaints on violation of the Act,https://gic.gov.lk/gic/index.php/en/component/info/?id=934&catid=88&task=info
10,"Trade, Business & Industry",Regulation of Trade,Payment for green leaf suppliers,https://gic.gov.lk/gic/index.php/en/component/info/?id=1233&catid=88&task=info
10,"Trade, Business & Industry",Trade Promotion,Grant approval to set up incentivised Investment Projects,https://gic.gov.lk/gic/index.php/en/component/info/?id=1269&catid=89&task=info
10,"Trade, Business & Industry",Trade Promotion,"Consumer Education, Empowerment and Promoting the Establishment of Consumer Societies",https://gic.gov.lk/gic/index.php/en/component/info/?id=514&catid=89&task=info
10,"Trade, Business & Industry",Trade Promotion,Issuance of Recomendations for Residance Visa(RV),https://gic.gov.lk/gic/index.php/en/component/info/?id=1224&catid=89&task=info
10,"Trade, Business & Industry",Trade Promotion,Trade Complaints (only for exports),https://gic.gov.lk/gic/index.php/en/component/info/?id=1296&catid=89&task=info
10,"Trade, Business & Industry",Exports,Training Programme for the Export Procedures & Packaging,https://gic.gov.lk/gic/index.php/en/component/info/?id=2102&catid=94&task=info
10,"Trade, Business & Industry",Exports,Industrial Based Products & Market Related Information,https://gic.gov.lk/gic/index.php/en/component/info/?id=2091&catid=94&task=info
10,"Trade, Business & Industry",Exports,Agriculture Based Products & Market Related Information,https://gic.gov.lk/gic/index.php/en/component/info/?id=2089&catid=94&task=info
10,"Trade, Business & Industry",Exports,Obtaining Trade Information/ Statistics,https://gic.gov.lk/gic/index.php/en/component/info/?id=2094&catid=94&task=info
10,"Trade, Business & Industry",Exports,Sri Lanka Directory of Exporters,https://gic.gov.lk/gic/index.php/en/component/info/?id=2097&catid=94&task=info
10,"Trade, Business & Industry",Exports,Export Marketing Support,https://gic.gov.lk/gic/index.php/en/component/info/?id=2092&catid=94&task=info
10,"Trade, Business & Industry",Exports,Export Services (ICT/ BPO/KPO and Professional Services),https://gic.gov.lk/gic/index.php/en/component/info/?id=2232&catid=94&task=info
10,"Trade, Business & Industry",Exports,Assisting Exporters to Resolve Their Problems/Issues,https://gic.gov.lk/gic/index.php/en/component/info/?id=2098&catid=94&task=info
10,"Trade, Business & Industry",Exports,Advisory Services on Export & Export Import Procedures,https://gic.gov.lk/gic/index.php/en/component/info/?id=2093&catid=94&task=info
10,"Trade, Business & Industry",Exports,On-Line Marketing Services,https://gic.gov.lk/gic/index.php/en/component/info/?id=2095&catid=94&task=info
10,"Trade, Business & Industry",Exports,Business Library Service,https://gic.gov.lk/gic/index.php/en/component/info/?id=2099&catid=94&task=info
10,"Trade, Business & Industry",Exports,Exporting Goods,https://gic.gov.lk/gic/index.php/en/component/info/?id=1542&catid=94&task=info
10,"Trade, Business & Industry",Registrations - Industrial,"Calibration of weights, measures and weighing or measuring Instruments",https://gic.gov.lk/gic/index.php/en/component/info/?id=933&catid=55&task=info
10,"Trade, Business & Industry",Registrations - Industrial,Grant approval to set up incentivised Investment Projects,https://gic.gov.lk/gic/index.php/en/component/info/?id=1269&catid=55&task=info
10,"Trade, Business & Industry",Registrations - Industrial,Registration of Factories,https://gic.gov.lk/gic/index.php/en/component/info/?id=841&catid=55&task=info
10,"Trade, Business & Industry",Registrations - Industrial,"Renewal of Licenses - Repairers, Manufacturers and Sellers",https://gic.gov.lk/gic/index.php/en/component/info/?id=931&catid=55&task=info
10,"Trade, Business & Industry",Registrations - Industrial,Tea Exporter Registration,https://gic.gov.lk/gic/index.php/en/component/info/?id=1283&catid=55&task=info
10,"Trade, Business & Industry",Registrations - Industrial,Registration of Suppliers for  the Board of Investment,https://gic.gov.lk/gic/index.php/en/component/info/?id=1275&catid=55&task=info
10,"Trade, Business & Industry",Registrations - Industrial,Grant approval for sub Contracting of Production,https://gic.gov.lk/gic/index.php/en/component/info/?id=1288&catid=55&task=info
10,"Trade, Business & Industry",Registrations - Industrial,Registration as a Newspaper in the Department of Posts,https://gic.gov.lk/gic/index.php/en/component/info/?id=731&catid=55&task=info
10,"Trade, Business & Industry",Registrations - Industrial,Registration of suppliers,https://gic.gov.lk/gic/index.php/en/component/info/?id=818&catid=55&task=info
10,"Trade, Business & Industry",Registrations - Industrial,Rubber Cess Registration,https://gic.gov.lk/gic/index.php/en/component/info/?id=1146&catid=55&task=info
10,"Trade, Business & Industry",Registrations - Establishments,Society Registration,https://gic.gov.lk/gic/index.php/en/component/info/?id=1217&catid=56&task=info
10,"Trade, Business & Industry",Registrations - Establishments,Factory Registration,https://gic.gov.lk/gic/index.php/en/component/info/?id=1174&catid=56&task=info
10,"Trade, Business & Industry","Approvals, Permits & Licenses",Grant approval for Imports on Duty Free Basis,https://gic.gov.lk/gic/index.php/en/component/info/?id=1278&catid=57&task=info
10,"Trade, Business & Industry","Approvals, Permits & Licenses",Grant approval to set up Investment Projects,https://gic.gov.lk/gic/index.php/en/component/info/?id=1270&catid=57&task=info
10,"Trade, Business & Industry","Approvals, Permits & Licenses","Obtain Pattern Approval for weights, Measures, Measuring instruments",https://gic.gov.lk/gic/index.php/en/component/info/?id=859&catid=57&task=info
10,"Trade, Business & Industry","Approvals, Permits & Licenses",License to Import Free Trade Samples - Unit 1,https://gic.gov.lk/gic/index.php/en/component/info/?id=414&catid=57&task=info
10,"Trade, Business & Industry","Approvals, Permits & Licenses",Grant approval to sell redundant items in the Local Market,https://gic.gov.lk/gic/index.php/en/component/info/?id=1645&catid=57&task=info
10,"Trade, Business & Industry","Approvals, Permits & Licenses",Obtain License for Exports of Miscellaneous Items - Unit 4/5,https://gic.gov.lk/gic/index.php/en/component/info/?id=433&catid=57&task=info
10,"Trade, Business & Industry","Approvals, Permits & Licenses",Pawnbrokers License,https://gic.gov.lk/gic/index.php/en/component/info/?id=566&catid=57&task=info
10,"Trade, Business & Industry","Approvals, Permits & Licenses",Block License - Unit 1,https://gic.gov.lk/gic/index.php/en/component/info/?id=410&catid=57&task=info
10,"Trade, Business & Industry","Approvals, Permits & Licenses",Liquor Permit,https://gic.gov.lk/gic/index.php/en/component/info/?id=565&catid=57&task=info
10,"Trade, Business & Industry","Approvals, Permits & Licenses",Amended Licenses for Importation of Drugs - Unit 1,https://gic.gov.lk/gic/index.php/en/component/info/?id=412&catid=57&task=info
10,"Trade, Business & Industry","Approvals, Permits & Licenses","Importation of Chemicals (Chemicals, Animal Products and Herbal Products Import License) - Unit 3",https://gic.gov.lk/gic/index.php/en/component/info/?id=428&catid=57&task=info
10,"Trade, Business & Industry","Approvals, Permits & Licenses",Issue Sri Lanka Certificate of Origin (COO),https://gic.gov.lk/gic/index.php/en/component/info/?id=1291&catid=57&task=info
10,"Trade, Business & Industry","Approvals, Permits & Licenses",Debit Goods Imported - Unit 1,https://gic.gov.lk/gic/index.php/en/component/info/?id=411&catid=57&task=info
10,"Trade, Business & Industry","Approvals, Permits & Licenses",Application for Permission to Use the Title of Ayurveda,https://gic.gov.lk/gic/index.php/en/component/info/?id=920&catid=57&task=info
10,"Trade, Business & Industry","Approvals, Permits & Licenses",Part Shipment Licenses - Unit 1,https://gic.gov.lk/gic/index.php/en/component/info/?id=409&catid=57&task=info
10,"Trade, Business & Industry","Approvals, Permits & Licenses",Import License for the Explosives,https://gic.gov.lk/gic/index.php/en/component/info/?id=1151&catid=57&task=info
10,"Trade, Business & Industry","Approvals, Permits & Licenses",Grant approval to Transfer Raw Materials or Accessories,https://gic.gov.lk/gic/index.php/en/component/info/?id=1290&catid=57&task=info
10,"Trade, Business & Industry","Approvals, Permits & Licenses",Grant approval for Exports of products,https://gic.gov.lk/gic/index.php/en/component/info/?id=1279&catid=57&task=info
10,"Trade, Business & Industry","Approvals, Permits & Licenses",Grant approval to sell finished products in the Local Market,https://gic.gov.lk/gic/index.php/en/component/info/?id=1285&catid=57&task=info
10,"Trade, Business & Industry","Approvals, Permits & Licenses",Obtaining Debiting License for Imported Chemicals Unit 3/4,https://gic.gov.lk/gic/index.php/en/component/info/?id=429&catid=57&task=info
10,"Trade, Business & Industry","Approvals, Permits & Licenses",Grant approval for Indirect Exports,https://gic.gov.lk/gic/index.php/en/component/info/?id=1292&catid=57&task=info
10,"Trade, Business & Industry","Approvals, Permits & Licenses",Amended Licenses Import of Chemicals Unit 3/4,https://gic.gov.lk/gic/index.php/en/component/info/?id=431&catid=57&task=info
10,"Trade, Business & Industry","Approvals, Permits & Licenses",Transporting Parcels by Trains,https://gic.gov.lk/gic/index.php/en/component/info/?id=465&catid=57&task=info
10,"Trade, Business & Industry","Approvals, Permits & Licenses",Digging the Roads for Laying Water Pipes,https://gic.gov.lk/gic/index.php/en/component/info/?id=1299&catid=57&task=info
10,"Trade, Business & Industry","Approvals, Permits & Licenses",Hiring of Play Grounds and Halls Belonging to the Pradeshiya Sabha,https://gic.gov.lk/gic/index.php/en/component/info/?id=1298&catid=57&task=info
10,"Trade, Business & Industry","Approvals, Permits & Licenses",Approval for the transfer of raw material or accessories between BOI approved projects.,https://gic.gov.lk/gic/index.php/en/component/info/?id=1287&catid=57&task=info
10,"Trade, Business & Industry","Assistance, Training & Development",NDT Inspection Services,https://gic.gov.lk/gic/index.php/en/component/info/?id=2033&catid=58&task=info
10,"Trade, Business & Industry","Assistance, Training & Development",Provision of Industrial Information and Consultancy Services,https://gic.gov.lk/gic/index.php/en/component/info/?id=1697&catid=58&task=info
10,"Trade, Business & Industry","Assistance, Training & Development",Development Programmes for Private Public Partnership,https://gic.gov.lk/gic/index.php/en/component/info/?id=823&catid=58&task=info
10,"Trade, Business & Industry","Assistance, Training & Development",Implementation of Technical Education Development Programmes - Specialized for North East Provinces,https://gic.gov.lk/gic/index.php/en/component/info/?id=824&catid=58&task=info
10,"Trade, Business & Industry","Assistance, Training & Development",Obtaining Government Lands on Lease,https://gic.gov.lk/gic/index.php/en/component/info/?id=559&catid=58&task=info
10,"Trade, Business & Industry","Assistance, Training & Development",The Unauthorized Developed Land Obtaining on Lease,https://gic.gov.lk/gic/index.php/en/component/info/?id=560&catid=58&task=info
10,"Trade, Business & Industry","Assistance, Training & Development",Obtain of State Lands for Various Endeavor on Short Terms Leases,https://gic.gov.lk/gic/index.php/en/component/info/?id=597&catid=58&task=info
10,"Trade, Business & Industry","Assistance, Training & Development",Obtain of Long Term Lease Bonds for Special Projects,https://gic.gov.lk/gic/index.php/en/component/info/?id=593&catid=58&task=info
10,"Trade, Business & Industry","Assistance, Training & Development",Releasing of Lands to Government Departments,https://gic.gov.lk/gic/index.php/en/component/info/?id=595&catid=58&task=info
10,"Trade, Business & Industry",Facilitations,Grant approval to set up incentivised Investment Projects,https://gic.gov.lk/gic/index.php/en/component/info/?id=1269&catid=59&task=info
10,"Trade, Business & Industry",Facilitations,Grant approval to set up Investment Projects,https://gic.gov.lk/gic/index.php/en/component/info/?id=1270&catid=59&task=info
10,"Trade, Business & Industry",Facilitations,NDT Inspection Services,https://gic.gov.lk/gic/index.php/en/component/info/?id=2033&catid=59&task=info
10,"Trade, Business & Industry",Facilitations,Find Employment through  “BOI Zonal Job Banks”,https://gic.gov.lk/gic/index.php/en/component/info/?id=1274&catid=59&task=info
10,"Trade, Business & Industry",Facilitations,Personal Monitoring Service,https://gic.gov.lk/gic/index.php/en/component/info/?id=2031&catid=59&task=info
10,"Trade, Business & Industry",Facilitations,Obtain License for Imports of Miscellaneous Items Unit 4,https://gic.gov.lk/gic/index.php/en/component/info/?id=435&catid=59&task=info
10,"Trade, Business & Industry",Facilitations,Dosimetry Calibration Laboratory service,https://gic.gov.lk/gic/index.php/en/component/info/?id=2030&catid=59&task=info
10,"Trade, Business & Industry",Standards,Personal Monitoring Service,https://gic.gov.lk/gic/index.php/en/component/info/?id=2031&catid=60&task=info
10,"Trade, Business & Industry",Standards,Dosimetry Calibration Laboratory service,https://gic.gov.lk/gic/index.php/en/component/info/?id=2030&catid=60&task=info
10,"Trade, Business & Industry",Standards,Product Certification Scheme (SLS Marks scheme),https://gic.gov.lk/gic/index.php/en/component/info/?id=1141&catid=60&task=info
10,"Trade, Business & Industry",Standards,Standards Formulation,https://gic.gov.lk/gic/index.php/en/component/info/?id=1528&catid=60&task=info
10,"Trade, Business & Industry",Standards,Tea Certification,https://gic.gov.lk/gic/index.php/en/component/info/?id=2087&catid=60&task=info
10,"Trade, Business & Industry",Standards,Control/Eliminate Restrictive Trade Agreements Among Traders,https://gic.gov.lk/gic/index.php/en/component/info/?id=524&catid=60&task=info
10,"Trade, Business & Industry","Loans, Funds & Incentive Schemes",Grant approval to set up incentivised Investment Projects,https://gic.gov.lk/gic/index.php/en/component/info/?id=1269&catid=61&task=info
10,"Trade, Business & Industry","Loans, Funds & Incentive Schemes",Providing Bonds & Guarantees,https://gic.gov.lk/gic/index.php/en/component/info/?id=1790&catid=61&task=info
10,"Trade, Business & Industry","Loans, Funds & Incentive Schemes",Registration for Kalayatana (Art Schools),https://gic.gov.lk/gic/index.php/en/component/info/?id=629&catid=61&task=info
10,"Trade, Business & Industry","Loans, Funds & Incentive Schemes",Financial Assistance for Journalists Training Courses,https://gic.gov.lk/gic/index.php/en/component/info/?id=762&catid=61&task=info
10,"Trade, Business & Industry",Information,Grant approval to set up incentivised Investment Projects,https://gic.gov.lk/gic/index.php/en/component/info/?id=1269&catid=62&task=info
10,"Trade, Business & Industry",Information,Provision of Industrial Information and Consultancy Services,https://gic.gov.lk/gic/index.php/en/component/info/?id=1697&catid=62&task=info
10,"Trade, Business & Industry",Information,Find Employment through  “BOI Zonal Job Banks”,https://gic.gov.lk/gic/index.php/en/component/info/?id=1274&catid=62&task=info
10,"Trade, Business & Industry",Information,Provide Contact Details of BOI Approved Projects,https://gic.gov.lk/gic/index.php/en/component/info/?id=1276&catid=62&task=info
10,"Trade, Business & Industry",Information,"Obtaining Schedules of Census and Surveys, Reports, Statistical Data",https://gic.gov.lk/gic/index.php/en/component/info/?id=837&catid=62&task=info
10,"Trade, Business & Industry",Information,Obtaining Micro Data Files,https://gic.gov.lk/gic/index.php/en/component/info/?id=836&catid=62&task=info
10,"Trade, Business & Industry",Information,Find lands  through the “BOI Land Bank”,https://gic.gov.lk/gic/index.php/en/component/info/?id=1272&catid=62&task=info
10,"Trade, Business & Industry",Information,Market Surveys & Market Reserch,https://gic.gov.lk/gic/index.php/en/component/info/?id=521&catid=62&task=info
10,"Trade, Business & Industry",Information,Provide Performance Details of BOI Approved Projects,https://gic.gov.lk/gic/index.php/en/component/info/?id=1277&catid=62&task=info
10,"Trade, Business & Industry",Information,Inform about hazards,https://gic.gov.lk/gic/index.php/en/component/info/?id=1211&catid=62&task=info
10,"Trade, Business & Industry",Information,Trader Awareness Programs,https://gic.gov.lk/gic/index.php/en/component/info/?id=519&catid=62&task=info
10,"Trade, Business & Industry",Information,Broadcasting of Obituary Notice Over the Radio,https://gic.gov.lk/gic/index.php/en/component/info/?id=743&catid=62&task=info
10,"Trade, Business & Industry",Information,Conduct of Ayruvedic Exhibitions,https://gic.gov.lk/gic/index.php/en/component/info/?id=950&catid=62&task=info
10,"Trade, Business & Industry",Information,Building  limit,https://gic.gov.lk/gic/index.php/en/component/info/?id=1873&catid=62&task=info
10,"Trade, Business & Industry",Extensions & Other Services,Reserve a Circuit Bungalow,https://gic.gov.lk/gic/index.php/en/component/info/?id=1212&catid=63&task=info
10,"Trade, Business & Industry",Transport Services,Sri Lanka Transport Board,https://gic.gov.lk/gic/index.php/en/component/info/?id=650&catid=64&task=info
10,"Trade, Business & Industry",Transport Services,Sri Lanka Railways,https://gic.gov.lk/gic/index.php/en/component/info/?id=647&catid=64&task=info
10,"Trade, Business & Industry",Transport Services,Issuing Railway Seasons Tickets,https://gic.gov.lk/gic/index.php/en/component/info/?id=466&catid=64&task=info
10,"Trade, Business & Industry",Transport Services,Obtain New Vehicle License (Three Wheeler / Motor Cycles) from Divisional Secretariat,https://gic.gov.lk/gic/index.php/en/component/info/?id=586&catid=64&task=info
10,"Trade, Business & Industry",Transport Services,Instant Receipt of EMS Goods Sent From Foreign Countries for Delivery in Sri Lanka,https://gic.gov.lk/gic/index.php/en/component/info/?id=748&catid=64&task=info
10,"Trade, Business & Industry",Transport Services,Obtain Conductors License,https://gic.gov.lk/gic/index.php/en/component/info/?id=568&catid=64&task=info
10,"Trade, Business & Industry",Motoring,Obtaining a New Driving License,https://gic.gov.lk/gic/index.php/en/component/info/?id=390&catid=65&task=info
10,"Trade, Business & Industry",Motoring,Registration of Transfer of Motor Vehicle,https://gic.gov.lk/gic/index.php/en/component/info/?id=413&catid=65&task=info
10,"Trade, Business & Industry",Motoring,Renewing of Driving License,https://gic.gov.lk/gic/index.php/en/component/info/?id=397&catid=65&task=info
10,"Trade, Business & Industry",Motoring,Registering a New Motor Vehicle,https://gic.gov.lk/gic/index.php/en/component/info/?id=408&catid=65&task=info
10,"Trade, Business & Industry",Motoring,Import of Vehicles on Foreign Earnings - Unit 2,https://gic.gov.lk/gic/index.php/en/component/info/?id=415&catid=65&task=info
10,"Trade, Business & Industry",Motoring,Obtaining a Duplicate of a Driving License,https://gic.gov.lk/gic/index.php/en/component/info/?id=393&catid=65&task=info
10,"Trade, Business & Industry",Motoring,Import of Vehicles Under Gift Scheme - Unit 2,https://gic.gov.lk/gic/index.php/en/component/info/?id=420&catid=65&task=info
10,"Trade, Business & Industry",Motoring,Obtaining Fine Receipts and Payments,https://gic.gov.lk/gic/index.php/en/component/info/?id=475&catid=65&task=info
10,"Trade, Business & Industry",Motoring,Obtaining a Temporary Driving License,https://gic.gov.lk/gic/index.php/en/component/info/?id=395&catid=65&task=info
10,"Trade, Business & Industry",Motoring,PMU - Functions and Services,https://gic.gov.lk/gic/index.php/en/component/info/?id=1176&catid=65&task=info
10,"Trade, Business & Industry",Motoring,Obtaining a Certification for Driving License,https://gic.gov.lk/gic/index.php/en/component/info/?id=400&catid=65&task=info
10,"Trade, Business & Industry",Motoring,Extending Validity of Driving License,https://gic.gov.lk/gic/index.php/en/component/info/?id=398&catid=65&task=info
10,"Trade, Business & Industry",Motoring,Importation of Vehicles Under the Gift Scheme for Organizations - Unit 2,https://gic.gov.lk/gic/index.php/en/component/info/?id=424&catid=65&task=info
10,"Trade, Business & Industry",Motoring,Renewal of Vehicle License Through Divisional Secretariat,https://gic.gov.lk/gic/index.php/en/component/info/?id=587&catid=65&task=info
10,"Trade, Business & Industry",Motoring,Obtaining a Driving License Card in Replacement of an Old License Booklet,https://gic.gov.lk/gic/index.php/en/component/info/?id=402&catid=65&task=info
10,"Trade, Business & Industry",Motoring,Obtaining a New Driving License with Amended Names / Addresses / Classes,https://gic.gov.lk/gic/index.php/en/component/info/?id=404&catid=65&task=info
10,"Trade, Business & Industry",Motoring,Importation of Body Shells - Unit 2,https://gic.gov.lk/gic/index.php/en/component/info/?id=426&catid=65&task=info
10,"Trade, Business & Industry",Motoring,Importation of Used Motor Cycles and Cars for Re-export After Repairing - Unit 2,https://gic.gov.lk/gic/index.php/en/component/info/?id=427&catid=65&task=info
10,"Trade, Business & Industry",Motoring,"Helicopter, Air Craft and Spare Parts - Unit 2",https://gic.gov.lk/gic/index.php/en/component/info/?id=425&catid=65&task=info
10,"Trade, Business & Industry",Motoring,Obtaining Assistance in Filling Insurance Forms,https://gic.gov.lk/gic/index.php/en/component/info/?id=478&catid=65&task=info
10,"Trade, Business & Industry",Motoring,Importing Vehicles,https://gic.gov.lk/gic/index.php/en/component/info/?id=1534&catid=65&task=info
11,Communication & Media,Languages,Publications,https://gic.gov.lk/gic/index.php/en/component/info/?id=617&catid=81&task=info
11,Communication & Media,Languages,Language Translation,https://gic.gov.lk/gic/index.php/en/component/info/?id=609&catid=81&task=info
11,Communication & Media,Postal Service,Dispatch of a Foreign Parcel,https://gic.gov.lk/gic/index.php/en/component/info/?id=737&catid=66&task=info
11,Communication & Media,Postal Service,Value Payable Post,https://gic.gov.lk/gic/index.php/en/component/info/?id=721&catid=66&task=info
11,Communication & Media,Postal Service,Handing Over of Letters and Other Postal Articles to be Sent Through Express Post,https://gic.gov.lk/gic/index.php/en/component/info/?id=747&catid=66&task=info
11,Communication & Media,Postal Service,Dispatch of Local Telegrams,https://gic.gov.lk/gic/index.php/en/component/info/?id=738&catid=66&task=info
11,Communication & Media,Postal Service,Obtain of a Fax Money Order,https://gic.gov.lk/gic/index.php/en/component/info/?id=717&catid=66&task=info
11,Communication & Media,Postal Service,Books or Magazines Imported is Bulk From Other Countries,https://gic.gov.lk/gic/index.php/en/component/info/?id=749&catid=66&task=info
11,Communication & Media,Postal Service,"Dispatch of Letters, Printed Matter, Post Card, Small Packets and Express Letters",https://gic.gov.lk/gic/index.php/en/component/info/?id=745&catid=66&task=info
11,Communication & Media,Postal Service,Obtaining a Post Office Box Number,https://gic.gov.lk/gic/index.php/en/component/info/?id=728&catid=66&task=info
11,Communication & Media,Postal Service,Inquiries Relating to Registered Articles,https://gic.gov.lk/gic/index.php/en/component/info/?id=734&catid=66&task=info
11,Communication & Media,Postal Service,Money Order,https://gic.gov.lk/gic/index.php/en/component/info/?id=1162&catid=66&task=info
11,Communication & Media,Postal Service,Dispatch of Telegraph Money Order,https://gic.gov.lk/gic/index.php/en/component/info/?id=716&catid=66&task=info
11,Communication & Media,Postal Service,Business Postal Facilities,https://gic.gov.lk/gic/index.php/en/component/info/?id=750&catid=66&task=info
11,Communication & Media,Postal Service,Action to be Taken in case of Loss of a Money Order (Local),https://gic.gov.lk/gic/index.php/en/component/info/?id=719&catid=66&task=info
11,Communication & Media,Postal Service,Ordinary Money Order,https://gic.gov.lk/gic/index.php/en/component/info/?id=715&catid=66&task=info
11,Communication & Media,Postal Service,Obtaining a Certified Copy of the Delivery Receipt of the Registered Article,https://gic.gov.lk/gic/index.php/en/component/info/?id=735&catid=66&task=info
11,Communication & Media,Postal Service,Withdrawal of a Letter Already Posted,https://gic.gov.lk/gic/index.php/en/component/info/?id=736&catid=66&task=info
11,Communication & Media,Postal Service,"Receipt of Letters, Small Packets and Express Letters Sent by Air Mail and Sea Mail",https://gic.gov.lk/gic/index.php/en/component/info/?id=746&catid=66&task=info
11,Communication & Media,Postal Service,Obtaining the Business Reply Covers and Card Service,https://gic.gov.lk/gic/index.php/en/component/info/?id=732&catid=66&task=info
11,Communication & Media,Postal Service,Bulk Postal Facilities Under the Bulk Post Numbers,https://gic.gov.lk/gic/index.php/en/component/info/?id=733&catid=66&task=info
11,Communication & Media,Postal Service,Foreign Money Orders and British Postal Orders Service,https://gic.gov.lk/gic/index.php/en/component/info/?id=720&catid=66&task=info
11,Communication & Media,Postal Service,Sending Foreign Telegrams,https://gic.gov.lk/gic/index.php/en/component/info/?id=739&catid=66&task=info
11,Communication & Media,Postal Service,Re-validating of a Lapsed Money Order,https://gic.gov.lk/gic/index.php/en/component/info/?id=718&catid=66&task=info
11,Communication & Media,Information Services,Grant approval to set up incentivised Investment Projects,https://gic.gov.lk/gic/index.php/en/component/info/?id=1269&catid=67&task=info
11,Communication & Media,Information Services,PMU - Functions and Services,https://gic.gov.lk/gic/index.php/en/component/info/?id=1176&catid=67&task=info
11,Communication & Media,Information Services,"Obtaining Schedules of Census and Surveys, Reports, Statistical Data",https://gic.gov.lk/gic/index.php/en/component/info/?id=837&catid=67&task=info
